,Name,Date,Rate,Votes,Genre,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Short,Sport,Thriller,War,Western,Duration,Type,Certificate,Nudity,Violence,Profanity,Alcohol,Frightening
393,Mars Attacks!,1996,6.3,218403,"Comedy, Sci-Fi",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,106,Film,PG-13,Mild,Moderate,Mild,Mild,Moderate
1820,Evolution,2001,6.1,125278,"Comedy, Sci-Fi",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,101,Film,PG-13,Mild,Moderate,Mild,Mild,Mild
2380,The World's End,2013,7,269993,"Comedy, Sci-Fi",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,109,Film,R,Mild,Moderate,Severe,Moderate,Mild
2647,Hot Tub Time Machine,2010,6.4,167799,"Comedy, Sci-Fi",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,101,Film,R,Moderate,Moderate,Severe,Severe,Mild
3190,Disaster Movie,2008,1.9,89557,"Comedy, Sci-Fi",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,87,Film,PG-13,Moderate,Severe,Severe,Severe,Severe
4050,Disaster Movie,2008,1.9,89557,"Comedy, Sci-Fi",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,87,Film,PG-13,Moderate,Severe,Severe,Severe,Severe
815,Happy Gilmore,1996,7,209266,"Comedy, Sport",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,92,Film,PG-13,Mild,Mild,Moderate,Mild,None
1167,Talladega Nights: The Ballad of Ricky Bobby,2006,6.6,175424,"Comedy, Sport",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,108,Film,PG-13,Mild,Mild,Moderate,Moderate,None
1597,Dodgeball: A True Underdog Story,2004,6.7,238223,"Comedy, Sport",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,92,Film,PG-13,Moderate,Mild,Moderate,Mild,None
1704,Blades of Glory,2007,6.3,163246,"Comedy, Sport",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,93,Film,PG-13,Moderate,Mild,Moderate,Mild,None
1707,The Replacements,2000,6.6,61174,"Comedy, Sport",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,118,Film,PG-13,Mild,Mild,Moderate,Mild,Mild
1791,The Waterboy,1998,6.1,155357,"Comedy, Sport",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,90,Film,PG-13,Mild,Mild,Moderate,Mild,None
1894,Caddyshack,1980,7.3,111413,"Comedy, Sport",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,98,Film,R,Moderate,None,Mild,Moderate,None
2185,Major League,1989,7.2,65689,"Comedy, Sport",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,107,Film,R,Mild,Mild,Moderate,Mild,None
2663,Kingpin,1996,6.9,80860,"Comedy, Sport",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,114,Film,PG-13,Moderate,Mild,Moderate,Moderate,Mild
3155,The Benchwarmers,2006,5.5,49754,"Comedy, Sport",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,85,Film,PG-13,Mild,Mild,Mild,Mild,None
4015,The Benchwarmers,2006,5.5,49754,"Comedy, Sport",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,85,Film,PG-13,Mild,Mild,Mild,Mild,None
3070,Stripes,1981,6.9,69283,"Comedy, War",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,106,Film,R,Moderate,Mild,Moderate,Mild,None
3930,Stripes,1981,6.9,69283,"Comedy, War",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,106,Film,R,Moderate,Mild,Moderate,Mild,None
1501,Blazing Saddles,1974,7.7,131978,"Comedy, Western",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,Film,R,Mild,Mild,Moderate,Mild,None
2224,A Million Ways to Die in the West,2014,6.1,183506,"Comedy, Western",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,116,Film,R,Moderate,Moderate,Severe,Moderate,Mild
2460,Three Amigos!,1986,6.5,71727,"Comedy, Western",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,104,Film,PG,Mild,Mild,Mild,Mild,Mild
2554,City Slickers,1991,6.8,53176,"Comedy, Western",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,113,Film,PG-13,Mild,Mild,Moderate,Mild,Mild
3442,Ted Bundy: American Boogeyman,2021,3.7,380,Crime,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,Film,None,No Rate,No Rate,No Rate,No Rate,No Rate
4302,Ted Bundy: American Boogeyman,2021,3.7,380,Crime,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,Film,None,No Rate,No Rate,No Rate,No Rate,No Rate
3,The Many Saints of Newark,2021,6.4,27145,"Crime, Drama",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,Film,R,Moderate,Severe,Severe,Moderate,Moderate
103,The Godfather,1972,9.2,1709439,"Crime, Drama",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,Film,R,Moderate,Severe,Moderate,Mild,Moderate
142,Pulp Fiction,1994,8.9,1915230,"Crime, Drama",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,Film,R,Moderate,Severe,Severe,Severe,Moderate
191,Once Upon a Time in America,1984,8.3,330699,"Crime, Drama",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,Film,R,Severe,Severe,Severe,Severe,Severe
404,Taxi Driver,1976,8.2,764376,"Crime, Drama",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,Film,R,Moderate,Severe,Severe,Moderate,Severe
413,Scarface,1983,8.3,781141,"Crime, Drama",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,Film,R,Moderate,Severe,Severe,Severe,Severe
449,The Outsiders,1983,7.1,80102,"Crime, Drama",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,Film,PG,Mild,Moderate,Mild,Mild,Moderate
457,12 Angry Men,1957,9,732301,"Crime, Drama",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,Film,Approved,None,None,None,Mild,Mild
516,The Godfather: Part II,1974,9,1187439,"Crime, Drama",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,Film,R,Mild,Severe,Moderate,Mild,Moderate
565,Drive,2011,7.8,597089,"Crime, Drama",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Film,R,Moderate,Severe,Moderate,Mild,Severe
749,Casino,1995,8.2,489633,"Crime, Drama",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,Film,R,Moderate,Severe,Severe,Moderate,Severe
763,Cidade de Deus,2002,8.6,723680,"Crime, Drama",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,Film,R,Moderate,Severe,Severe,Severe,Severe
774,American Hustle,2013,7.2,462992,"Crime, Drama",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,Film,R,Moderate,Mild,Severe,Moderate,Mild
945,Cherry,2021,6.6,26446,"Crime, Drama",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,Film,R,Moderate,Severe,Severe,Severe,Severe
1073,Gangs of New York,2002,7.5,421450,"Crime, Drama",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,Film,R,Severe,Severe,Moderate,Moderate,Moderate
1092,Spring Breakers,2012,5.3,139175,"Crime, Drama",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,Film,R,Severe,Severe,Severe,Severe,Moderate
1232,The Godfather: Part III,1990,7.6,376230,"Crime, Drama",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,Film,R,Mild,Severe,Moderate,Mild,Moderate
1534,A Bronx Tale,1993,7.8,134478,"Crime, Drama",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,Film,R,None,Moderate,Severe,Mild,Mild
1575,Lawless,2012,7.3,235103,"Crime, Drama",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,Film,R,Moderate,Severe,Moderate,Moderate,Moderate
1694,Boyz n the Hood,1991,7.8,133409,"Crime, Drama",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,Film,R,Moderate,Moderate,Severe,Moderate,Severe
1752,To Kill a Mockingbird,1962,8.3,304935,"Crime, Drama",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,Film,Approved,None,Mild,Mild,Mild,Moderate
1976,La haine,1995,8.1,160931,"Crime, Drama",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,Film,Not Rated,Mild,Moderate,Severe,Moderate,Moderate
2171,You Were Never Really Here,2017,6.8,112318,"Crime, Drama",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,Film,R,Mild,Severe,Moderate,Mild,Moderate
2314,Wall Street,1987,7.4,149491,"Crime, Drama",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,Film,R,Moderate,Mild,Moderate,Moderate,Mild
2443,Dogville,2003,8,143826,"Crime, Drama",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,Film,R,Moderate,Moderate,Mild,Mild,Severe
2640,This Is England,2006,7.7,118985,"Crime, Drama",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,Film,Not Rated,Moderate,Severe,Severe,Moderate,Severe
2744,Rounders,1998,7.3,146609,"Crime, Drama",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,Film,R,Moderate,Moderate,Severe,Moderate,Mild
2820,The Judge,2014,7.4,185410,"Crime, Drama",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,Film,R,Mild,None,Moderate,Mild,None
2917,The Hate U Give,2018,7.5,33758,"Crime, Drama",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,Film,PG-13,None,Moderate,Moderate,Mild,Severe
2960,Cool Hand Luke,1967,8.1,170487,"Crime, Drama",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,Film,GP,Mild,Mild,Mild,Mild,Moderate
3096,À bout de souffle,1960,7.8,77529,"Crime, Drama",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,Film,Not Rated,Mild,Mild,Moderate,Moderate,None
3168,Animal Kingdom,2010,7.3,56420,"Crime, Drama",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,Film,R,None,Moderate,Severe,Severe,Moderate
3420,The White Tiger,2021,7.1,54606,"Crime, Drama",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,Film,R,Mild,Moderate,Severe,Moderate,Moderate
3426,Bound by Honor,1993,8,30071,"Crime, Drama",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,Film,R,Moderate,Severe,Severe,Severe,Severe
3604,Rounders,1998,7.3,146609,"Crime, Drama",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,Film,R,Moderate,Moderate,Severe,Moderate,Mild
3680,The Judge,2014,7.4,185410,"Crime, Drama",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,Film,R,Mild,None,Moderate,Mild,None
3777,The Hate U Give,2018,7.5,33758,"Crime, Drama",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,Film,PG-13,None,Moderate,Moderate,Mild,Severe
3820,Cool Hand Luke,1967,8.1,170487,"Crime, Drama",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,Film,GP,Mild,Mild,Mild,Mild,Moderate
3956,À bout de souffle,1960,7.8,77529,"Crime, Drama",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,Film,Not Rated,Mild,Mild,Moderate,Moderate,None
4028,Animal Kingdom,2010,7.3,56420,"Crime, Drama",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,Film,R,None,Moderate,Severe,Severe,Moderate
4280,The White Tiger,2021,7.1,54606,"Crime, Drama",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,Film,R,Mild,Moderate,Severe,Moderate,Moderate
4286,Bound by Honor,1993,8,30071,"Crime, Drama",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,Film,R,Moderate,Severe,Severe,Severe,Severe
375,The Green Mile,1999,8.6,1207936,"Crime, Drama, Fantasy",0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,189,Film,R,Mild,Severe,Moderate,Mild,Severe
1772,Perfume: The Story of a Murderer,2006,7.5,241534,"Crime, Drama, Fantasy",0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,147,Film,R,Severe,Severe,None,Mild,Moderate
2032,Låt den rätte komma in,2008,7.9,210665,"Crime, Drama, Fantasy",0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,114,Film,R,Mild,Severe,Mild,Mild,Moderate
3368,Gräns,2018,7,27427,"Crime, Drama, Fantasy",0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,110,Film,R,Severe,Moderate,Mild,Mild,Moderate
4228,Gräns,2018,7,27427,"Crime, Drama, Fantasy",0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,110,Film,R,Severe,Moderate,Mild,Mild,Moderate
3583,Double Indemnity,1944,8.3,150448,"Crime, Drama, Film-Noir",0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,107,Film,Passed,None,Mild,None,Mild,Mild
4443,Double Indemnity,1944,8.3,150448,"Crime, Drama, Film-Noir",0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,107,Film,Passed,None,Mild,None,Mild,Mild
122,Killers of the Flower Moon,2021,NA,NA,"Crime, Drama, History",0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,Film,None,No Rate,No Rate,No Rate,No Rate,No Rate
2281,21,2008,6.8,238789,"Crime, Drama, History",0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,123,Film,PG-13,Mild,Moderate,Moderate,Mild,Mild
2565,Child 44,2015,6.5,68778,"Crime, Drama, History",0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,137,Film,R,Mild,Severe,Moderate,Mild,Moderate
3063,Polytechnique,2009,7.2,15125,"Crime, Drama, History",0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,77,Film,Not Rated,None,Severe,Mild,Mild,Severe
3348,Z,1969,8.3,25750,"Crime, Drama, History",0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,127,Film,M,Mild,Moderate,Mild,Mild,Mild
3355,Mississippi Burning,1988,7.8,94984,"Crime, Drama, History",0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,128,Film,R,None,Severe,Moderate,Mild,Severe
3923,Polytechnique,2009,7.2,15125,"Crime, Drama, History",0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,77,Film,Not Rated,None,Severe,Mild,Mild,Severe
4208,Z,1969,8.3,25750,"Crime, Drama, History",0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,127,Film,M,Mild,Moderate,Mild,Mild,Mild
4215,Mississippi Burning,1988,7.8,94984,"Crime, Drama, History",0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,128,Film,R,None,Severe,Moderate,Mild,Severe
563,A Nightmare on Elm Street,2010,5.2,96348,"Crime, Drama, Horror",0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,95,Film,R,Mild,Severe,Moderate,Moderate,Severe
590,Don't Worry Darling,2022,NA,NA,"Crime, Drama, Horror",0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,Film,None,No Rate,No Rate,No Rate,No Rate,No Rate
902,The House That Jack Built,2018,6.8,66537,"Crime, Drama, Horror",0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,152,Film,R,Moderate,Severe,Severe,Mild,Severe
1002,The Call,2013,6.7,117346,"Crime, Drama, Horror",0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,96,Film,R,Mild,Moderate,Moderate,Mild,Severe
1325,I See You,2019,6.8,42984,"Crime, Drama, Horror",0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,98,Film,R,None,Moderate,Moderate,Mild,Moderate
1400,Funhouse,2019,5.3,5753,"Crime, Drama, Horror",0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,106,Film,None,No Rate,No Rate,No Rate,No Rate,No Rate
1662,1922,2017,6.3,58261,"Crime, Drama, Horror",0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,102,Film,TV-MA,None,Severe,Mild,Mild,Moderate
2078,Orphan: First Kill,2017,NA,NA,"Crime, Drama, Horror",0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,Film,None,No Rate,No Rate,No Rate,No Rate,No Rate
1980,Andhadhun,2018,8.2,83444,"Crime, Drama, Music",0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,139,Film,Not Rated,Mild,Moderate,Mild,Mild,Moderate
3212,Step Up,2006,6.5,114396,"Crime, Drama, Music",0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,104,Film,PG-13,None,Mild,Mild,Mild,Mild
4072,Step Up,2006,6.5,114396,"Crime, Drama, Music",0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,104,Film,PG-13,None,Mild,Mild,Mild,Mild
416,West Side Story,2021,NA,NA,"Crime, Drama, Musical",0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,Film,PG-13,No Rate,No Rate,No Rate,No Rate,No Rate
1401,West Side Story,1961,7.5,102038,"Crime, Drama, Musical",0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,153,Film,Approved,Mild,Mild,Mild,Mild,Moderate
84,Zodiac,2007,7.7,499163,"Crime, Drama, Mystery",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,157,Film,R,Mild,Moderate,Moderate,Moderate,Severe
133,Prisoners,2013,8.1,641220,"Crime, Drama, Mystery",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,153,Film,R,None,Severe,Severe,Mild,Severe
199,My Son,2021,6,3896,"Crime, Drama, Mystery",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,95,Film,R,None,No Rate,Severe,No Rate,No Rate
242,Wind River,2017,7.7,225672,"Crime, Drama, Mystery",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,107,Film,R,Moderate,Severe,Moderate,Mild,Severe
250,Se7en,1995,8.6,1522727,"Crime, Drama, Mystery",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,127,Film,R,Mild,Severe,Severe,Mild,Severe
266,The Girl with the Dragon Tattoo,2011,7.8,441674,"Crime, Drama, Mystery",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,158,Film,R,Severe,Severe,Moderate,Mild,Severe
284,The Little Things,2021,6.3,77478,"Crime, Drama, Mystery",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,128,Film,R,Mild,Moderate,Moderate,Mild,Moderate
471,No Sudden Move,2021,6.5,23345,"Crime, Drama, Mystery",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,115,Film,R,None,Moderate,Moderate,Moderate,Moderate
520,The Dry,2020,6.9,16638,"Crime, Drama, Mystery",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,117,Film,R,None,Moderate,Moderate,Mild,Moderate
579,Death on the Nile,2022,NA,NA,"Crime, Drama, Mystery",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,Film,None,No Rate,No Rate,No Rate,No Rate,No Rate
620,The Hateful Eight,2015,7.8,553131,"Crime, Drama, Mystery",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,168,Film,R,Moderate,Severe,Severe,Mild,Moderate
657,Irréversible,2002,7.4,126991,"Crime, Drama, Mystery",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,97,Film,Not Rated,Severe,Severe,Severe,Moderate,Severe
665,Murder on the Orient Express,2017,6.5,224999,"Crime, Drama, Mystery",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,114,Film,PG-13,None,Moderate,Mild,Mild,Moderate
678,The Woman in the Window,2021,5.7,63070,"Crime, Drama, Mystery",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,100,Film,R,None,Moderate,Moderate,Moderate,Moderate
703,Salinui chueok,2003,8.1,160172,"Crime, Drama, Mystery",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,131,Film,Not Rated,Moderate,Moderate,Moderate,Mild,Moderate
717,Motherless Brooklyn,2019,6.8,51085,"Crime, Drama, Mystery",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,144,Film,R,None,Moderate,Severe,Moderate,Mild
864,Wild Things,1998,6.5,114853,"Crime, Drama, Mystery",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,108,Film,R,Severe,Moderate,Severe,Moderate,Mild
892,Crooked House,2017,6.3,21361,"Crime, Drama, Mystery",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,115,Film,PG-13,None,Mild,Mild,Moderate,Mild
941,Mystic River,2003,7.9,438092,"Crime, Drama, Mystery",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,138,Film,R,Mild,Moderate,Severe,Mild,Moderate
1001,The Lincoln Lawyer,2011,7.3,225616,"Crime, Drama, Mystery",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,118,Film,R,Mild,Moderate,Moderate,Moderate,Moderate
1039,L.A. Confidential,1997,8.2,553012,"Crime, Drama, Mystery",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,138,Film,R,Moderate,Severe,Severe,Moderate,Moderate
1128,The Girl on the Train,2016,6.5,178952,"Crime, Drama, Mystery",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,112,Film,R,Severe,Moderate,Severe,Moderate,Moderate
1171,Contratiempo,2016,8.1,161526,"Crime, Drama, Mystery",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,106,Film,TV-MA,None,Mild,Mild,Mild,Moderate
1229,Under the Silver Lake,2018,6.5,37676,"Crime, Drama, Mystery",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,139,Film,R,Severe,Moderate,Moderate,Moderate,Moderate
1296,Double Jeopardy,1999,6.5,82174,"Crime, Drama, Mystery",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,105,Film,R,Moderate,Moderate,Moderate,Mild,Mild
1333,Inside Man,2006,7.6,354981,"Crime, Drama, Mystery",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,129,Film,R,Mild,Moderate,Severe,Mild,Moderate
1458,The Night Clerk,2020,5.5,13405,"Crime, Drama, Mystery",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,90,Film,R,Mild,Moderate,Mild,Mild,Mild
1588,Primal Fear,1996,7.7,201021,"Crime, Drama, Mystery",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,129,Film,R,Moderate,Moderate,Severe,Mild,Moderate
1593,Bad Times at the El Royale,2018,7.1,138730,"Crime, Drama, Mystery",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,141,Film,R,Mild,Severe,Moderate,Moderate,Moderate
1643,Gone Baby Gone,2007,7.6,262940,"Crime, Drama, Mystery",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,114,Film,R,Mild,Severe,Severe,Moderate,Moderate
1691,Murder on the Orient Express,1974,7.3,58838,"Crime, Drama, Mystery",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,128,Film,PG,None,Mild,None,Mild,Mild
1775,The Good Liar,2019,6.7,34278,"Crime, Drama, Mystery",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,109,Film,R,Mild,Moderate,Moderate,Mild,Moderate
1792,Män som hatar kvinnor,2009,7.8,212757,"Crime, Drama, Mystery",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,152,Film,R,Severe,Severe,Severe,Mild,Severe
